"NCBI_ID","Genome_ID","Accession_ID","Taxon_name","Attribute","Attribute_value","Attribute_source","Evidence","Frequency","Note","Rank","Parent_name","Parent_NCBI_ID","Parent_rank","Confidence_in_curation"
314723,NA,NA,"Borrelia hermsii DAH","genome size",922307,"Kegg","igc","usually",NA,"strain","Borrelia hermsii",140,"species","High"
398527,NA,NA,"Paraburkholderia phytofirmans","genome size",8214658,"Kegg","igc","usually",NA,"strain","Paraburkholderia phytofirmans",261302,"species","High"
290315,NA,NA,"Chlorobium limicola","genome size",2763181,"Kegg","igc","usually",NA,"strain","Chlorobium limicola",1092,"species","High"
508767,NA,NA,"Clostridium botulinum E3","genome size",3659644,"Kegg","igc","usually",NA,"strain","Clostridium botulinum",1491,"species","High"
412419,NA,NA,"Borrelia duttonii","genome size",1574881,"Kegg","igc","usually",NA,"strain","Borrelia duttonii",40834,"species","High"
412418,NA,NA,"Borrelia recurrentis","genome size",1242163,"Kegg","igc","usually",NA,"strain","Borrelia recurrentis",44449,"species","High"
550538,NA,NA,"Salmonella enterica subsp. enterica serovar Gallinarum 287/91","genome size",4658697,"Kegg","igc","usually",NA,"strain","Salmonella enterica",28901,"species","High"
216591,NA,NA,"Burkholderia cenocepacia J2315","genome size",8055782,"Kegg","igc","usually",NA,"strain","Burkholderia cenocepacia",95486,"species","High"
507522,NA,NA,"Klebsiella pneumoniae 342","genome size",5920257,"Kegg","igc","usually",NA,"strain","Klebsiella pneumoniae",573,"species","High"
309798,NA,NA,"Coprothermobacter proteolyticus","genome size",1424912,"Kegg","igc","usually",NA,"strain","Coprothermobacter proteolyticus",35786,"species","High"
309799,NA,NA,"Dictyoglomus thermophilum","genome size",1959987,"Kegg","igc","usually",NA,"strain","Dictyoglomus thermophilum",14,"species","High"
289376,NA,NA,"Thermodesulfovibrio yellowstonii","genome size",2003803,"Kegg","igc","usually",NA,"strain","Thermodesulfovibrio yellowstonii",28262,"species","High"
550537,NA,NA,"Salmonella enterica subsp. enterica serovar Enteritidis P125109","genome size",4685848,"Kegg","igc","usually",NA,"strain","Salmonella enterica",28901,"species","High"
563041,NA,NA,"Helicobacter pylori G27","genome size",1663013,"Kegg","igc","usually",NA,"strain","Helicobacter pylori",210,"species","High"
444450,NA,NA,"Escherichia coli O157:H7 EC4115 (EHEC)","genome size",5704171,"Kegg","igc","usually",NA,"strain","Escherichia coli",562,"species","High"
395492,NA,NA,"Rhizobium leguminosarum bv. trifolii WSM2304","genome size",6872702,"Kegg","igc","usually",NA,"strain","Rhizobium leguminosarum",384,"species","High"
471876,NA,NA,"Streptococcus pyogenes NZ131 (serotype M49)","genome size",1815785,"Kegg","igc","usually",NA,"strain","Streptococcus pyogenes",1314,"species","High"
565575,NA,NA,"Ureaplasma urealyticum","genome size",874478,"Kegg","igc","usually",NA,"strain","Ureaplasma urealyticum",2130,"species","High"
316275,NA,NA,"Aliivibrio salmonicida","genome size",4655660,"Kegg","igc","usually",NA,"strain","Aliivibrio salmonicida",40269,"species","High"
504832,NA,NA,"Oligotropha carboxidovorans OM5 (Mississippi)","genome size",3745629,"Kegg","igc","usually",NA,"strain","Afipia carboxidovorans",40137,"species","High"
409438,NA,NA,"Escherichia coli O152:H28 SE11 (commensal)","genome size",5155626,"Kegg","igc","usually",NA,"strain","Escherichia coli",562,"species","High"
414684,NA,NA,"Rhodospirillum centenum","genome size",4355543,"Kegg","igc","usually",NA,"strain","Rhodospirillum centenum",34018,"species","High"
570508,NA,NA,"Helicobacter pylori P12","genome size",1684038,"Kegg","igc","usually",NA,"strain","Helicobacter pylori",210,"species","High"
434923,NA,NA,"Coxiella burnetii CbuG_Q212","genome size",2008870,"Kegg","igc","usually",NA,"strain","Coxiella burnetii",777,"species","High"
434924,NA,NA,"Coxiella burnetii CbuK_Q154","genome size",2102380,"Kegg","igc","usually",NA,"strain","Coxiella burnetii",777,"species","High"
523850,NA,NA,"Thermococcus onnurineus","genome size",1847607,"Kegg","igc","usually",NA,"strain","Thermococcus onnurineus",342948,"species","High"
491915,NA,NA,"Anoxybacillus flavithermus","genome size",2846746,"Kegg","igc","usually",NA,"strain","Anoxybacillus flavithermus",33934,"species","High"
225849,NA,NA,"Shewanella piezotolerans","genome size",5396476,"Kegg","igc","usually",NA,"strain","Shewanella piezotolerans",404011,"species","High"
511995,NA,NA,"Candidatus Azobacteroides pseudotrichonymphae (Coptotermes formosanus)","genome size",1224919,"Kegg","igc","usually",NA,"isolate","Candidatus Azobacteroides pseudotrichonymphae",511435,"species","High"
480119,NA,NA,"Acinetobacter baumannii AB0057","genome size",4059242,"Kegg","igc","usually",NA,"strain","Acinetobacter baumannii",470,"species","High"
391904,NA,NA,"Bifidobacterium longum subsp. infantis ATCC 15697 (JGI)","genome size",2832748,"Kegg","igc","usually",NA,"strain","Bifidobacterium longum",216816,"species","High"
557600,NA,NA,"Acinetobacter baumannii AB307-0294","genome size",3760981,"Kegg","igc","usually",NA,"strain","Acinetobacter baumannii",470,"species","High"
574521,NA,NA,"Escherichia coli O127:H6 E2348/69 (EPEC)","genome size",5069678,"Kegg","igc","usually",NA,"strain","Escherichia coli",562,"species","High"
484019,NA,NA,"Thermosipho africanus","genome size",2016657,"Kegg","igc","usually",NA,"strain","Thermosipho africanus",2421,"species","High"
272568,NA,NA,"Gluconacetobacter diazotrophicus PA1 5 (JGI)","genome size",3914947,"Kegg","igc","usually",NA,"strain","Gluconacetobacter diazotrophicus",33996,"species","High"
405534,NA,NA,"Bacillus cereus AH187","genome size",5599857,"Kegg","igc","usually",NA,"strain","Bacillus cereus",1396,"species","High"
515635,NA,NA,"Dictyoglomus turgidum","genome size",1855560,"Kegg","igc","usually",NA,"strain","Dictyoglomus turgidum",513050,"species","High"
552536,NA,NA,"Listeria monocytogenes HCC23","genome size",2976212,"Kegg","igc","usually",NA,"strain","Listeria monocytogenes",1639,"species","High"
395965,NA,NA,"Methylocella silvestris","genome size",4305430,"Kegg","igc","usually",NA,"strain","Methylocella silvestris",199596,"species","High"
407976,NA,NA,"Shewanella baltica OS223","genome size",5358884,"Kegg","igc","usually",NA,"strain","Shewanella baltica",62322,"species","High"
85643,NA,NA,"Thauera sp. MZ1T","genome size",4574586,"Kegg","igc","usually",NA,"species","Thauera",33057,"genus","High"
405532,NA,NA,"Bacillus cereus B4264","genome size",5419036,"Kegg","igc","usually",NA,"strain","Bacillus cereus",1396,"species","High"
41431,NA,NA,"Cyanothece sp. PCC 8801","genome size",4787694,"Kegg","igc","usually",NA,"strain","Rippkaea orientalis",2546366,"species","High"
445985,NA,NA,"Borrelia burgdorferi ZS7","genome size",1345494,"Kegg","igc","usually",NA,"strain","Borreliella burgdorferi",139,"species","High"
65393,NA,NA,"Cyanothece sp. PCC 7424","genome size",6554169,"Kegg","igc","usually",NA,"strain","Gloeothece citriformis",2546356,"species","High"
440085,NA,NA,"Methylobacterium extorquens CM4","genome size",6180732,"Kegg","igc","usually",NA,"strain","Methylorubrum extorquens",408,"species","High"
243159,NA,NA,"Acidithiobacillus ferrooxidans ATCC 23270","genome size",2982397,"Kegg","igc","usually",NA,"strain","Acidithiobacillus ferrooxidans",920,"species","High"
585054,NA,NA,"Escherichia fergusonii","genome size",4643861,"Kegg","igc","usually",NA,"strain","Escherichia fergusonii",564,"species","High"
575788,NA,NA,"Vibrio tasmaniensis","genome size",4974818,"Kegg","igc","usually",NA,"strain","Vibrio atlanticus",693153,"species","High"
439235,NA,NA,"Desulfatibacillum alkenivorans","genome size",6517073,"Kegg","igc","usually",NA,"strain","Desulfatibacillum alkenivorans",259354,"species","High"
405535,NA,NA,"Bacillus cereus AH820","genome size",5588834,"Kegg","igc","usually",NA,"strain","Bacillus cereus",1396,"species","High"
405531,NA,NA,"Bacillus cereus G9842","genome size",5736823,"Kegg","igc","usually",NA,"strain","Bacillus cereus",1396,"species","High"
883,NA,NA,"Desulfovibrio vulgaris Miyazaki F","genome size",4040304,"Kegg","igc","usually",NA,"strain","Desulfovibrio vulgaris",881,"species","High"
490899,NA,NA,"Desulfurococcus amylolyticus 1221n","genome size",1365223,"Kegg","igc","usually",NA,"strain","Desulfurococcus amylolyticus",94694,"species","High"
557722,NA,NA,"Pseudomonas aeruginosa LESB58","genome size",6601757,"Kegg","igc","usually",NA,"strain","Pseudomonas aeruginosa",287,"species","High"
442563,NA,NA,"Bifidobacterium animalis subsp. lactis AD011","genome size",1933695,"Kegg","igc","usually",NA,"strain","Bifidobacterium animalis",28025,"species","High"
563178,NA,NA,"Buchnera aphidicola 5A (Acyrthosiphon pisum)","genome size",642122,"Kegg","igc","usually",NA,"strain","Buchnera aphidicola",9,"species","High"
561501,NA,NA,"Buchnera aphidicola Tuc7 (Acyrthosiphon pisum)","genome size",641895,"Kegg","igc","usually",NA,"strain","Buchnera aphidicola",9,"species","High"
272564,NA,NA,"Desulfitobacterium hafniense DCB-2","genome size",5279134,"Kegg","igc","usually",NA,"strain","Desulfitobacterium hafniense",49338,"species","High"
521011,NA,NA,"Candidatus Methanosphaerula palustris","genome size",2922917,"Kegg","igc","usually",NA,"strain","Methanosphaerula palustris",475088,"species","High"
326427,NA,NA,"Chloroflexus aggregans","genome size",4684931,"Kegg","igc","usually",NA,"strain","Chloroflexus aggregans",152260,"species","High"
557723,NA,NA,"Haemophilus parasuis SH0165","genome size",2269156,"Kegg","igc","usually",NA,"strain","Glaesserella parasuis",738,"species","High"
585055,NA,NA,"Escherichia coli 55989 (EAEC)","genome size",5154862,"Kegg","igc","usually",NA,"strain","Escherichia coli",562,"species","High"
585397,NA,NA,"Escherichia coli O81 ED1a (commensal)","genome size",5209548,"Kegg","igc","usually",NA,"strain","Escherichia coli",562,"species","High"
585034,NA,NA,"Escherichia coli O8 IAI1 (commensal)","genome size",4700560,"Kegg","igc","usually",NA,"strain","Escherichia coli",562,"species","High"
585057,NA,NA,"Escherichia coli O7:K1 IAI39 (ExPEC)","genome size",5132068,"Kegg","igc","usually",NA,"strain","Escherichia coli",562,"species","High"
585035,NA,NA,"Escherichia coli O45:K1:H7 S88 (ExPEC)","genome size",5166121,"Kegg","igc","usually",NA,"strain","Escherichia coli",562,"species","High"
585056,NA,NA,"Escherichia coli O17:K52:H18 UMN026 (ExPEC)","genome size",5358200,"Kegg","igc","usually",NA,"strain","Escherichia coli",562,"species","High"
583346,NA,NA,"Clostridium kluyveri NBRC 12016","genome size",3955303,"Kegg","igc","usually",NA,"strain","Clostridium kluyveri",1534,"species","High"
455488,NA,NA,"Anaeromyxobacter dehalogenans 2CP-1","genome size",5029329,"Kegg","igc","usually",NA,"strain","Anaeromyxobacter dehalogenans",161493,"species","High"
452863,NA,NA,"Pseudarthrobacter chlorophenolicus","genome size",4980870,"Kegg","igc","usually",NA,"strain","Pseudarthrobacter chlorophenolicus",85085,"species","High"
394503,NA,NA,"Clostridium cellulolyticum","genome size",4068724,"Kegg","igc","usually",NA,"strain","Ruminiclostridium cellulolyticum",1521,"species","High"
395961,NA,NA,"Cyanothece sp. PCC 7425","genome size",5786110,"Kegg","igc","usually",NA,"species","Cyanothece",43988,"genus","High"
525146,NA,NA,"Desulfovibrio desulfuricans ATCC 27774","genome size",2873437,"Kegg","igc","usually",NA,"strain","Desulfovibrio desulfuricans",876,"species","High"
373903,NA,NA,"Halothermothrix orenii","genome size",2578146,"Kegg","igc","usually",NA,"strain","Halothermothrix orenii",31909,"species","High"
460265,NA,NA,"Methylobacterium nodulans","genome size",8839022,"Kegg","igc","usually",NA,"strain","Methylobacterium nodulans",114616,"species","High"
396588,NA,NA,"Thioalkalivibrio sulfidiphilus","genome size",3464554,"Kegg","igc","usually",NA,"strain","Thioalkalivibrio sulfidiphilus",1033854,"species","High"
565050,NA,NA,"Caulobacter crescentus NA1000","genome size",4042929,"Kegg","igc","usually",NA,"strain","Caulobacter vibrioides",155892,"species","High"
561304,NA,NA,"Mycobacterium leprae Br4923","genome size",3268071,"Kegg","igc","usually",NA,"strain","Mycobacterium leprae",1769,"species","High"
561276,NA,NA,"Streptococcus pneumoniae ATCC 700669 (serotype 23F ST81 lineage)","genome size",2221315,"Kegg","igc","usually",NA,"strain","Streptococcus pneumoniae",1313,"species","High"
557760,NA,NA,"Rhodobacter sphaeroides KD131","genome size",4711139,"Kegg","igc","usually",NA,"strain","Cereibacter sphaeroides",1063,"species","High"
309801,NA,NA,"Thermomicrobium roseum","genome size",2920744,"Kegg","igc","usually",NA,"strain","Thermomicrobium roseum",500,"species","High"
316067,NA,NA,"Geobacter daltonii FRC-32","genome size",4304501,"Kegg","igc","usually",NA,"strain","Geotalea daltonii",1203471,"species","High"
309803,NA,NA,"Thermotoga neapolitana","genome size",1884562,"Kegg","igc","usually",NA,"strain","Thermotoga neapolitana",2337,"species","High"
458233,NA,NA,"Macrococcus caseolyticus","genome size",2219737,"Kegg","igc","usually",NA,"strain","Macrococcus caseolyticus",69966,"species","High"
218495,NA,NA,"Streptococcus uberis","genome size",1852352,"Kegg","igc","usually",NA,"strain","Streptococcus uberis",1349,"species","High"
311403,NA,NA,"Agrobacterium radiobacter","genome size",7273300,"Kegg","igc","usually",NA,"strain","Agrobacterium tumefaciens",358,"species","High"
311402,NA,NA,"Agrobacterium vitis","genome size",6320946,"Kegg","igc","usually",NA,"strain","Agrobacterium vitis",373,"species","High"
361100,NA,NA,"Bacillus cereus Q1","genome size",5506207,"Kegg","igc","usually",NA,"strain","Bacillus cereus",1396,"species","High"
535289,NA,NA,"Acidovorax ebreus","genome size",3796573,"Kegg","igc","usually",NA,"strain","[Acidovorax] ebreus",721785,"species","High"
591946,NA,NA,"Escherichia coli LF82","genome size",4773108,"Kegg","igc","usually",NA,"strain","Escherichia coli",562,"species","High"
320483,NA,NA,"Anaplasma marginale Florida","genome size",1202435,"Kegg","igc","usually",NA,"strain","Anaplasma marginale",770,"species","High"
416348,NA,NA,"Halorubrum lacusprofundi","genome size",3692576,"Kegg","igc","usually",NA,"strain","Halorubrum lacusprofundi",2247,"species","High"
521460,NA,NA,"Caldicellulosiruptor bescii","genome size",2931662,"Kegg","igc","usually",NA,"strain","Caldicellulosiruptor bescii",31899,"species","High"
306263,NA,NA,"Campylobacter lari RM2100","genome size",1571661,"Kegg","igc","usually",NA,"strain","Campylobacter lari",201,"species","High"
480224,NA,NA,"Chloroflexus sp. Y-400-fl","genome size",5268950,"Kegg","igc","usually",NA,"strain","Chloroflexus aurantiacus",1108,"species","High"
598659,NA,NA,"Nautilia profundicola","genome size",1676444,"Kegg","igc","usually",NA,"strain","Nautilia profundicola",244787,"species","High"
177437,NA,NA,"Desulfobacterium autotrophicum","genome size",5657782,"Kegg","igc","usually",NA,"strain","Desulforapulum autotrophicum",2296,"species","High"
476213,NA,NA,"Salmonella enterica subsp. enterica serovar Paratyphi C","genome size",4888494,"Kegg","igc","usually",NA,"strain","Salmonella enterica",28901,"species","High"
396513,NA,NA,"Staphylococcus carnosus","genome size",2566424,"Kegg","igc","usually",NA,"strain","Staphylococcus carnosus",1281,"species","High"
561275,NA,NA,"Mycobacterium bovis BCG Tokyo 172","genome size",4371711,"Kegg","igc","usually",NA,"strain","Mycobacterium tuberculosis",1773,"species","High"
565034,NA,NA,"Brachyspira hyodysenteriae WA1","genome size",3036634,"Kegg","igc","usually",NA,"strain","Brachyspira hyodysenteriae",159,"species","High"
66084,NA,NA,"Wolbachia wRi (Drosophila simulans)","genome size",1445873,"Kegg","igc","usually",NA,"species","Wolbachia",953,"genus","High"
546272,NA,NA,"Brucella melitensis ATCC 23457","genome size",3311219,"Kegg","igc","usually",NA,"strain","Brucella melitensis",29459,"species","High"
240015,NA,NA,"Acidobacterium capsulatum","genome size",4127356,"Kegg","igc","usually",NA,"strain","Acidobacterium capsulatum",33075,"species","High"
572264,NA,NA,"Bacillus cereus 03BB102","genome size",5449308,"Kegg","igc","usually",NA,"strain","Bacillus cereus",1396,"species","High"
123214,NA,NA,"Persephonella marina","genome size",1983966,"Kegg","igc","usually",NA,"strain","Persephonella marina",309805,"species","High"
40041,NA,NA,"Streptococcus equi subsp. zooepidemicus H70","genome size",2149868,"Kegg","igc","usually",NA,"subspecies","Streptococcus equi",1336,"species","High"
488221,NA,NA,"Streptococcus pneumoniae 70585","genome size",2184682,"Kegg","igc","usually",NA,"strain","Streptococcus pneumoniae",1313,"species","High"
488222,NA,NA,"Streptococcus pneumoniae JJA","genome size",2120234,"Kegg","igc","usually",NA,"strain","Streptococcus pneumoniae",1313,"species","High"
488223,NA,NA,"Streptococcus pneumoniae P1031","genome size",2111882,"Kegg","igc","usually",NA,"strain","Streptococcus pneumoniae",1313,"species","High"
487213,NA,NA,"Streptococcus pneumoniae Taiwan19F-14","genome size",2112148,"Kegg","igc","usually",NA,"strain","Streptococcus pneumoniae",1313,"species","High"
204536,NA,NA,"Sulfurihydrogenibium azorense","genome size",1640877,"Kegg","igc","usually",NA,"strain","Sulfurihydrogenibium azorense",309806,"species","High"
553482,NA,NA,"Streptococcus equi subsp. equi 4047","genome size",2253793,"Kegg","igc","usually",NA,"strain","Streptococcus equi",1336,"species","High"
379066,NA,NA,"Gemmatimonas aurantiaca","genome size",4636964,"Kegg","igc","usually",NA,"strain","Gemmatimonas aurantiaca",173480,"species","High"
358681,NA,NA,"Brevibacillus brevis","genome size",6296436,"Kegg","igc","usually",NA,"strain","Brevibacillus brevis",1393,"species","High"
546414,NA,NA,"Deinococcus deserti","genome size",3855329,"Kegg","igc","usually",NA,"strain","Deinococcus deserti",310783,"species","High"
234621,NA,NA,"Rhodococcus erythropolis PR4","genome size",6895538,"Kegg","igc","usually",NA,"strain","Rhodococcus erythropolis",1833,"species","High"
632772,NA,NA,"Rhodococcus opacus B4","genome size",8834939,"Kegg","igc","usually",NA,"strain","Rhodococcus opacus",37919,"species","High"
536232,NA,NA,"Clostridium botulinum A2","genome size",4155278,"Kegg","igc","usually",NA,"strain","Clostridium botulinum",1491,"species","High"
557598,NA,NA,"Laribacter hongkongensis","genome size",3169329,"Kegg","igc","usually",NA,"strain","Laribacter hongkongensis",168471,"species","High"
322710,NA,NA,"Azotobacter vinelandii DJ","genome size",5365318,"Kegg","igc","usually",NA,"strain","Azotobacter vinelandii",354,"species","High"
568206,NA,NA,"Bacillus anthracis CDC 684","genome size",5506763,"Kegg","igc","usually",NA,"strain","Bacillus anthracis",1392,"species","High"
548476,NA,NA,"Corynebacterium aurimucosum","genome size",2819226,"Kegg","igc","usually",NA,"strain","Corynebacterium aurimucosum",169292,"species","High"
394,NA,NA,"Sinorhizobium fredii NGR234","genome size",6891900,"Kegg","igc","usually",NA,"strain","Sinorhizobium fredii",380,"species","High"
429572,NA,NA,"Sulfolobus islandicus L.S.2.15","genome size",2736272,"Kegg","igc","usually",NA,"strain","Sulfolobus islandicus",43080,"species","High"
427317,NA,NA,"Sulfolobus islandicus M.14.25","genome size",2608832,"Kegg","igc","usually",NA,"strain","Sulfolobus islandicus",43080,"species","High"
579112,NA,NA,"Vibrio cholerae M66-2","genome size",3938905,"Kegg","igc","usually",NA,"strain","Vibrio cholerae",666,"species","High"
592021,NA,NA,"Bacillus anthracis A0248","genome size",5503926,"Kegg","igc","usually",NA,"strain","Bacillus anthracis",1392,"species","High"
471853,NA,NA,"Beutenbergia cavernae","genome size",4669183,"Kegg","igc","usually",NA,"strain","Beutenbergia cavernae",84757,"species","High"
536230,NA,NA,"Burkholderia pseudomallei MSHR346","genome size",4098576,"Kegg","igc","usually",NA,"strain","Burkholderia pseudomallei",28450,"species","High"
515621,NA,NA,"Clostridium botulinum Ba4","genome size",4257769,"Kegg","igc","usually",NA,"strain","Clostridium botulinum",1491,"species","High"
645127,NA,NA,"Corynebacterium kroppenstedtii","genome size",2446804,"Kegg","igc","usually",NA,"strain","Corynebacterium kroppenstedtii",161879,"species","High"
360911,NA,NA,"Exiguobacterium sp. AT1b","genome size",2999895,"Kegg","igc","usually",NA,"species","Exiguobacterium",33986,"genus","High"
568819,NA,NA,"Listeria monocytogenes CLIP 80459","genome size",2912690,"Kegg","igc","usually",NA,"strain","Listeria monocytogenes",1639,"species","High"
216595,NA,NA,"Pseudomonas fluorescens SBW25","genome size",6722539,"Kegg","igc","usually",NA,"strain","Pseudomonas fluorescens",294,"species","High"
427318,NA,NA,"Sulfolobus islandicus M.16.27","genome size",2692402,"Kegg","igc","usually",NA,"strain","Sulfolobus islandicus",43080,"species","High"
439386,NA,NA,"Sulfolobus islandicus Y.G.57.14","genome size",2702058,"Kegg","igc","usually",NA,"strain","Sulfolobus islandicus",43080,"species","High"
419942,NA,NA,"Sulfolobus islandicus Y.N.15.51","genome size",2854410,"Kegg","igc","usually",NA,"strain","Sulfolobus islandicus",43080,"species","High"
593588,NA,NA,"Vibrio cholerae MJ-1236","genome size",4236368,"Kegg","igc","usually",NA,"strain","Vibrio cholerae",666,"species","High"
595494,NA,NA,"Tolumonas auensis","genome size",3471292,"Kegg","igc","usually",NA,"strain","Tolumonas auensis",43948,"species","High"
626418,NA,NA,"Burkholderia glumae BGR1","genome size",7284636,"Kegg","igc","usually",NA,"strain","Burkholderia glumae",337,"species","High"
426118,NA,NA,"Sulfolobus islandicus M.16.4","genome size",2586647,"Kegg","igc","usually",NA,"strain","Sulfolobus islandicus",43080,"species","High"
562019,NA,NA,"Rickettsia peacockii","genome size",1314898,"Kegg","igc","usually",NA,"strain","Rickettsia peacockii",47589,"species","High"
515620,NA,NA,"Eubacterium eligens","genome size",2831389,"Kegg","igc","usually",NA,"strain","Lachnospira eligens",39485,"species","High"
515619,NA,NA,"Eubacterium rectale ATCC 33656","genome size",3449685,"Kegg","igc","usually",NA,"strain","[Eubacterium] rectale",39491,"species","High"
484021,NA,NA,"Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044","genome size",5472672,"Kegg","igc","usually",NA,"strain","Klebsiella pneumoniae",573,"species","High"
572265,NA,NA,"Candidatus Hamiltonella defensa (Acyrthosiphon pisum)","genome size",2169363,"Kegg","igc","usually",NA,"forma specialis","Candidatus Hamiltonella defensa",138072,"species","High"
634503,NA,NA,"Edwardsiella ictaluri","genome size",3812301,"Kegg","igc","usually",NA,"strain","Edwardsiella ictaluri",67780,"species","High"
595496,NA,NA,"Escherichia coli BW2952","genome size",4578159,"Kegg","igc","usually",NA,"no rank","Escherichia coli K-12",83333,"strain","High"
521045,NA,NA,"Kosmotoga olearia","genome size",2302126,"Kegg","igc","usually",NA,"strain","Kosmotoga olearia",651457,"species","High"
471223,NA,NA,"Geobacillus sp. WCH70","genome size",3508804,"Kegg","igc","usually",NA,"species","Geobacillus",129337,"genus","High"
543728,NA,NA,"Variovorax paradoxus S110","genome size",6754997,"Kegg","igc","usually",NA,"strain","Variovorax paradoxus",34073,"species","High"
573370,NA,NA,"Desulfovibrio magneticus","genome size",5315620,"Kegg","igc","usually",NA,"strain","Solidesulfovibrio magneticus",184917,"species","High"
465515,NA,NA,"Micrococcus luteus","genome size",2501097,"Kegg","igc","usually",NA,"strain","Micrococcus luteus",1270,"species","High"
572263,NA,NA,"Mycoplasma conjunctivae","genome size",846214,"Kegg","igc","usually",NA,"strain","Mesomycoplasma conjunctivae",45361,"species","High"
593117,NA,NA,"Thermococcus gammatolerans","genome size",2045438,"Kegg","igc","usually",NA,"strain","Thermococcus gammatolerans",187878,"species","High"
272630,NA,NA,"Methylobacterium extorquens AM1","genome size",6879778,"Kegg","igc","usually",NA,"strain","Methylorubrum extorquens",408,"species","High"
634504,NA,NA,"Bartonella grahamii","genome size",2369520,"Kegg","igc","usually",NA,"strain","Bartonella grahamii",33045,"species","High"
580050,NA,NA,"Bifidobacterium animalis subsp. lactis Bl-04","genome size",1938709,"Kegg","igc","usually",NA,"strain","Bifidobacterium animalis",28025,"species","High"
555970,NA,NA,"Bifidobacterium animalis subsp. lactis DSM 10140","genome size",1938483,"Kegg","igc","usually",NA,"strain","Bifidobacterium animalis",28025,"species","High"
428406,NA,NA,"Ralstonia pickettii 12D","genome size",5685358,"Kegg","igc","usually",NA,"strain","Ralstonia pickettii",329,"species","High"
395491,NA,NA,"Rhizobium leguminosarum bv. trifolii WSM1325","genome size",7418122,"Kegg","igc","usually",NA,"strain","Rhizobium leguminosarum",384,"species","High"
579405,NA,NA,"Dickeya dadantii Ech703","genome size",4679450,"Kegg","igc","usually",NA,"strain","Musicola paradisiaca",69223,"species","High"
604354,NA,NA,"Thermococcus sibiricus","genome size",1845800,"Kegg","igc","usually",NA,"strain","Thermococcus sibiricus",172049,"species","High"
634176,NA,NA,"Aggregatibacter aphrophilus NJ8700","genome size",2313035,"Kegg","igc","usually",NA,"strain","Aggregatibacter aphrophilus",732,"species","High"
561229,NA,NA,"Dickeya zeae Ech1591","genome size",4813854,"Kegg","igc","usually",NA,"strain","Dickeya chrysanthemi",556,"species","High"
469008,NA,NA,"Escherichia coli BL21(DE3)","genome size",4558953,"Kegg","igc","usually",NA,"strain","Escherichia coli",562,"species","High"
486410,NA,NA,"Streptococcus dysgalactiae subsp. equisimilis GGS_124","genome size",2106340,"Kegg","igc","usually",NA,"strain","Streptococcus dysgalactiae",1334,"species","High"
443144,NA,NA,"Geobacter sp. M21","genome size",4745806,"Kegg","igc","usually",NA,"species","Geobacter",28231,"genus","High"
561230,NA,NA,"Pectobacterium carotovorum subsp. carotovorum PC1","genome size",4862913,"Kegg","igc","usually",NA,"strain","Pectobacterium carotovorum",554,"species","High"
568814,NA,NA,"Streptococcus suis BM407","genome size",2170808,"Kegg","igc","usually",NA,"strain","Streptococcus suis",1307,"species","High"
218494,NA,NA,"Streptococcus suis P1/7","genome size",2007491,"Kegg","igc","usually",NA,"strain","Streptococcus suis",1307,"species","High"
568813,NA,NA,"Streptococcus suis SC84","genome size",2095898,"Kegg","igc","usually",NA,"strain","Streptococcus suis",1307,"species","High"
573234,NA,NA,"Candidatus Hodgkinia cicadicola Dsem","genome size",143795,"Kegg","igc","usually",NA,"strain","Candidatus Hodgkinia cicadicola",573658,"species","High"
866768,NA,NA,"Escherichia coli BL21-Gold(DE3)pLysS AG","genome size",4570938,"Kegg","igc","usually",NA,"strain","Escherichia coli",562,"species","High"
478434,NA,NA,"Mycobacterium tuberculosis KZN 1435","genome size",4398250,"Kegg","igc","usually",NA,"strain","Mycobacterium tuberculosis",1773,"species","High"
291112,NA,NA,"Photorhabdus asymbiotica","genome size",5094138,"Kegg","igc","usually",NA,"species","Photorhabdus",29487,"genus","High"
583345,NA,NA,"Methylotenera mobilis","genome size",2547570,"Kegg","igc","usually",NA,"strain","Methylotenera mobilis",359408,"species","High"
582744,NA,NA,"Methylovorus glucosetrophus","genome size",3082007,"Kegg","igc","usually",NA,"strain","Methylovorus glucosotrophus",266009,"species","High"
413997,NA,NA,"Escherichia coli B REL606","genome size",4629812,"Kegg","igc","usually",NA,"strain","Escherichia coli",562,"species","High"
582402,NA,NA,"Hirschia baltica","genome size",3540114,"Kegg","igc","usually",NA,"strain","Hirschia baltica",2724,"species","High"
644042,NA,NA,"Lactobacillus plantarum JDM1","genome size",3197759,"Kegg","igc","usually",NA,"strain","Lactiplantibacillus plantarum",1590,"species","High"
661410,NA,NA,"Methylobacterium extorquens DM4","genome size",6123851,"Kegg","igc","usually",NA,"strain","Methylorubrum extorquens",408,"species","High"
537021,NA,NA,"Candidatus Liberibacter asiaticus psy62","genome size",1227328,"Kegg","igc","usually",NA,"strain","Candidatus Liberibacter asiaticus",34021,"species","High"
544404,NA,NA,"Escherichia coli O157:H7 TW14359 (EHEC)","genome size",5622737,"Kegg","igc","usually",NA,"strain","Escherichia coli",562,"species","High"
592205,NA,NA,"Helicobacter pylori B38","genome size",1576758,"Kegg","igc","usually",NA,"strain","Helicobacter pylori",210,"species","High"
434131,NA,NA,"Neorickettsia risticii","genome size",879977,"Kegg","igc","usually",NA,"strain","Neorickettsia risticii",950,"species","High"
